TransactionID,CustomerID,ProductID,QuantityPurchased,TransactionDate,Price
59,485,154,2,03/01/23,45.85
60,819,18,2,03/01/23,99.35
61,647,96,1,03/01/23,99.06
62,21,38,3,03/01/23,52.63
63,841,87,2,03/01/23,84.97
64,167,88,4,03/01/23,72.79
65,274,50,2,03/01/23,67.71
66,388,8,1,03/01/23,87.2
67,601,169,3,03/01/23,53.88
68,316,134,1,03/01/23,52.27
69,14,69,4,03/01/23,77.71
70,242,172,2,03/01/23,85.78
71,777,121,2,03/01/23,59.81
72,346,64,1,03/01/23,31.05
73,565,157,1,04/01/23,14.43
74,898,156,4,04/01/23,89.84
75,340,139,3,04/01/23,10.3
76,92,121,4,04/01/23,59.81
77,367,65,3,04/01/23,17.19
78,956,107,2,04/01/23,72.89
79,455,147,3,04/01/23,53.98
80,428,137,3,04/01/23,45.43
81,509,155,2,04/01/23,38.72
82,776,162,2,04/01/23,87.55
83,943,172,2,04/01/23,85.78
84,35,196,4,04/01/23,66.05
85,206,100,2,04/01/23,68.85
86,81,82,1,04/01/23,72.65
87,932,143,2,04/01/23,60.78
88,562,51,2,04/01/23,9312
89,872,141,2,04/01/23,85.04
90,388,83,3,04/01/23,90.16
91,2,177,4,04/01/23,39
92,390,198,2,04/01/23,86.03
93,566,112,4,04/01/23,11.95
94,106,56,1,04/01/23,70.21
95,772,179,1,04/01/23,85.91
96,822,165,2,04/01/23,46.15
97,477,145,1,05/01/23,66
98,703,186,4,05/01/23,23.46
99,402,157,3,05/01/23,14.43
100,730,161,2,05/01/23,10.95
101,556,60,1,05/01/23,67.3
102,162,120,4,05/01/23,30.43
103,202,183,4,05/01/23,32.66
104,958,138,1,05/01/23,34.54
105,996,175,4,05/01/23,28.05
106,270,23,4,05/01/23,41.4
107,863,149,2,05/01/23,92.64
108,816,13,4,05/01/23,18.78
109,271,101,1,05/01/23,16.85
110,456,161,2,05/01/23,10.95
111,462,24,1,05/01/23,84.69
112,727,108,3,05/01/23,24.61
113,252,11,1,05/01/23,58.55
114,702,17,1,05/01/23,94.5
115,296,196,2,05/01/23,66.05
116,725,175,4,05/01/23,28.05
117,720,25,1,05/01/23,90.34
118,749,94,2,05/01/23,66.29
119,338,21,3,05/01/23,14.29
120,879,84,2,05/01/23,74.47
121,53,140,2,06/01/23,74.78
122,792,37,4,06/01/23,58.92
123,922,42,1,06/01/23,82.72
124,217,145,3,06/01/23,66
125,764,101,2,06/01/23,16.85
126,188,48,1,06/01/23,27.7
127,380,103,1,06/01/23,93.81
128,493,28,2,06/01/23,92.56
129,41,41,1,06/01/23,27.03
130,157,99,2,06/01/23,44.37
131,15,47,2,06/01/23,56.53
132,813,146,2,06/01/23,11.09
133,65,105,3,06/01/23,16.09
134,857,124,2,06/01/23,97.86
135,839,199,4,06/01/23,27.62
136,521,13,1,06/01/23,18.78
137,344,141,3,06/01/23,85.04
138,129,100,1,06/01/23,68.85
139,648,31,3,06/01/23,51.2
140,472,130,4,06/01/23,57.27
141,63,16,3,06/01/23,87.93
142,139,137,3,06/01/23,45.43
143,499,73,3,06/01/23,68.55
144,593,166,1,06/01/23,26.81
145,392,54,2,07/01/23,82.01
146,675,184,1,07/01/23,51.99
147,419,100,2,07/01/23,68.85
148,289,109,1,07/01/23,11.12
149,379,87,4,07/01/23,84.97
150,773,173,4,07/01/23,74.83
151,490,162,3,07/01/23,87.55
152,231,137,4,07/01/23,45.43
153,41,8,3,07/01/23,87.2
154,28,7,2,07/01/23,58.2
155,135,36,4,07/01/23,99.46
156,201,18,2,07/01/23,99.35
157,840,3,1,07/01/23,78.72
158,780,28,2,07/01/23,92.56
159,930,70,1,07/01/23,43.77
160,33,172,2,07/01/23,85.78
161,48,149,2,07/01/23,92.64
162,503,28,4,07/01/23,92.56
163,407,54,2,07/01/23,82.01
164,574,182,4,07/01/23,30.83
165,728,65,4,07/01/23,17.19
166,805,100,3,07/01/23,68.85
167,99,21,3,07/01/23,14.29
168,684,13,1,07/01/23,18.78
169,872,57,2,08/01/23,84.9
170,726,49,1,08/01/23,78.21
171,987,118,2,08/01/23,14.55
172,547,54,3,08/01/23,82.01
173,961,138,3,08/01/23,34.54
174,739,53,2,08/01/23,26.27
175,613,44,2,08/01/23,81.93
176,943,47,3,08/01/23,56.53
177,462,53,3,08/01/23,26.27
178,643,74,1,08/01/23,42.05
179,769,46,3,08/01/23,12.99
180,5,13,2,08/01/23,18.78
181,218,165,1,08/01/23,46.15
182,503,102,2,08/01/23,64.32
183,767,24,4,08/01/23,84.69
184,398,2,1,08/01/23,81.6
185,871,81,2,08/01/23,76.79
186,795,100,3,08/01/23,68.85
187,393,142,4,08/01/23,45.55
188,207,138,2,08/01/23,34.54
189,15,163,1,08/01/23,50.61
190,858,153,2,08/01/23,93.43
191,554,131,4,08/01/23,85.13
192,892,111,1,08/01/23,85.44
193,461,102,4,09/01/23,64.32
194,691,17,2,09/01/23,94.5
195,575,12,3,09/01/23,87.46
196,864,182,3,09/01/23,30.83
197,743,116,2,09/01/23,80.45
198,241,24,2,09/01/23,84.69
199,564,29,2,09/01/23,51.74
200,96,171,1,09/01/23,69.05
201,900,153,4,09/01/23,93.43
202,734,122,4,09/01/23,67.99
203,485,188,4,09/01/23,36.22
204,407,90,2,09/01/23,39.33
205,231,65,4,09/01/23,17.19
206,749,84,2,09/01/23,74.47
207,655,119,1,09/01/23,90.33
208,171,156,3,09/01/23,89.84
209,541,16,2,09/01/23,87.93
210,36,175,2,09/01/23,28.05
211,525,104,3,09/01/23,86.53
212,160,92,3,09/01/23,91.03
213,839,186,1,09/01/23,23.46
214,699,27,4,09/01/23,65.77
215,243,181,2,09/01/23,69
216,86,170,4,09/01/23,13.65
217,796,187,2,10/01/23,84.34
218,578,175,1,10/01/23,28.05
219,682,162,3,10/01/23,87.55
220,557,165,1,10/01/23,46.15
221,574,134,3,10/01/23,52.27
222,953,135,4,10/01/23,16.89
223,646,153,4,10/01/23,93.43
224,796,33,1,10/01/23,61.99
225,28,55,3,10/01/23,67.76
226,620,186,1,10/01/23,23.46
227,556,7,3,10/01/23,58.2
228,340,57,3,10/01/23,84.9
229,798,126,4,10/01/23,15.19
230,958,12,4,10/01/23,87.46
231,331,16,3,10/01/23,87.93
232,640,43,3,10/01/23,33.47
233,506,117,3,10/01/23,77.15
234,348,135,4,10/01/23,16.89
235,473,111,4,10/01/23,85.44
236,231,51,2,10/01/23,9312
237,190,160,3,10/01/23,85.88
238,225,75,2,10/01/23,96.74
239,385,8,3,10/01/23,87.2
240,377,200,4,10/01/23,93.91
241,283,45,2,11/01/23,34.44
242,958,59,2,11/01/23,51.94
243,633,132,1,11/01/23,12.98
244,628,104,3,11/01/23,86.53
245,973,195,4,11/01/23,71.6
246,745,157,1,11/01/23,14.43
247,259,157,1,11/01/23,14.43
248,359,98,3,11/01/23,30.55
249,710,156,1,11/01/23,89.84
250,456,79,3,11/01/23,50.42
251,411,124,1,11/01/23,97.86
252,649,172,3,11/01/23,85.78
253,318,4,4,11/01/23,22.06
254,677,90,3,11/01/23,39.33
255,225,104,3,11/01/23,86.53
256,819,137,2,11/01/23,45.43
257,234,119,4,11/01/23,90.33
258,684,133,4,11/01/23,34.15
259,664,56,4,11/01/23,70.21
260,975,96,1,11/01/23,99.06
261,827,178,2,11/01/23,11.21
262,374,75,4,11/01/23,96.74
263,672,143,1,11/01/23,60.78
264,608,32,1,11/01/23,43.82
265,472,28,1,12/01/23,92.56
266,233,22,2,12/01/23,23.28
267,692,17,1,12/01/23,94.5
268,113,59,2,12/01/23,51.94
269,830,90,3,12/01/23,39.33
270,497,199,1,12/01/23,27.62
271,442,106,4,12/01/23,99.41
272,564,185,1,12/01/23,90.8
273,268,26,3,12/01/23,26.82
274,510,25,3,12/01/23,90.34
275,807,138,1,12/01/23,34.54
276,386,45,3,12/01/23,34.44
277,387,83,2,12/01/23,90.16
278,113,11,2,12/01/23,58.55
279,613,181,1,12/01/23,69
280,625,200,2,12/01/23,93.91
281,952,104,2,12/01/23,86.53
282,81,68,4,12/01/23,42.59
283,699,95,1,12/01/23,45.29
284,113,156,3,12/01/23,89.84
285,2,65,1,12/01/23,17.19
286,642,49,2,12/01/23,78.21
287,220,175,4,12/01/23,28.05
288,566,52,1,12/01/23,80.47
289,855,102,1,13/01/23,64.32
290,997,182,2,13/01/23,30.83
291,736,188,2,13/01/23,36.22
292,225,57,1,13/01/23,84.9
293,385,47,2,13/01/23,56.53
294,403,159,2,13/01/23,17.42
295,638,174,2,13/01/23,84.7
296,130,26,2,13/01/23,26.82
297,53,114,2,13/01/23,78.16
298,684,5,4,13/01/23,17.97
299,730,84,2,13/01/23,74.47
300,672,52,3,13/01/23,80.47
301,710,105,1,13/01/23,16.09
302,416,54,4,13/01/23,82.01
303,247,161,4,13/01/23,10.95
304,836,178,2,13/01/23,11.21
305,439,166,1,13/01/23,26.81
306,203,155,3,13/01/23,38.72
307,184,15,2,13/01/23,46.59
308,123,61,1,13/01/23,36.82
309,401,122,2,13/01/23,67.99
310,767,21,2,13/01/23,14.29
311,294,46,2,13/01/23,12.99
312,280,197,2,13/01/23,23.76
313,837,134,2,14/01/23,52.27
314,884,38,2,14/01/23,52.63
315,610,62,2,14/01/23,26.43
316,198,86,3,14/01/23,41.37
317,982,190,4,14/01/23,92.82
318,907,78,3,14/01/23,92.83
319,511,46,2,14/01/23,12.99
320,752,141,2,14/01/23,85.04
321,144,3,3,14/01/23,78.72
322,609,6,3,14/01/23,91.73
323,201,93,4,14/01/23,29.67
324,124,8,3,14/01/23,87.2
325,187,172,4,14/01/23,85.78
326,326,108,2,14/01/23,24.61
327,464,161,1,14/01/23,10.95
328,349,75,1,14/01/23,96.74
329,771,77,1,14/01/23,86.32
330,660,50,1,14/01/23,67.71
331,764,11,2,14/01/23,58.55
332,955,95,1,14/01/23,45.29
333,932,156,3,14/01/23,89.84
334,403,70,3,14/01/23,43.77
335,346,169,1,14/01/23,53.88
336,963,16,3,14/01/23,87.93
337,511,68,4,15/01/23,42.59
338,147,99,2,15/01/23,44.37
339,148,48,1,15/01/23,27.7
340,864,184,1,15/01/23,51.99
341,711,64,2,15/01/23,31.05
342,820,187,3,15/01/23,84.34
343,489,90,2,15/01/23,39.33
344,929,190,2,15/01/23,92.82
345,936,76,3,15/01/23,94.25
346,640,139,2,15/01/23,10.3
347,551,101,3,15/01/23,16.85
348,338,89,3,15/01/23,72.22
349,872,18,2,15/01/23,99.35
350,641,19,4,15/01/23,96.33
351,779,55,3,15/01/23,67.76
352,988,102,2,15/01/23,64.32
353,953,118,3,15/01/23,14.55
354,473,154,4,15/01/23,45.85
355,946,134,4,15/01/23,52.27
356,151,4,1,15/01/23,22.06
357,415,108,3,15/01/23,24.61
358,990,115,3,15/01/23,62.75
359,298,29,2,15/01/23,51.74
360,611,59,3,15/01/23,51.94
361,263,125,1,16/01/23,53.93
362,764,98,4,16/01/23,30.55
363,144,17,4,16/01/23,94.5
364,346,107,1,16/01/23,72.89
365,624,43,3,16/01/23,33.47
366,572,80,3,16/01/23,58.28
367,881,194,1,16/01/23,57.65
368,2,162,2,16/01/23,87.55
369,897,8,4,16/01/23,87.2
370,304,141,1,16/01/23,85.04
371,254,106,1,16/01/23,99.41
372,652,8,3,16/01/23,87.2
373,453,96,4,16/01/23,99.06
374,37,94,3,16/01/23,66.29
375,160,65,1,16/01/23,17.19
376,9,171,2,16/01/23,69.05
377,233,39,4,16/01/23,95.92
378,99,81,1,16/01/23,76.79
379,659,187,1,16/01/23,84.34
380,816,84,2,16/01/23,74.47
381,208,88,1,16/01/23,72.79
382,131,86,1,16/01/23,41.37
383,404,93,4,16/01/23,29.67
384,152,86,4,16/01/23,41.37
385,54,44,4,17/01/23,81.93
386,120,137,3,17/01/23,45.43
387,673,165,2,17/01/23,46.15
388,920,74,4,17/01/23,42.05
389,628,36,3,17/01/23,99.46
390,587,101,3,17/01/23,16.85
391,625,156,2,17/01/23,89.84
392,968,170,2,17/01/23,13.65
393,420,171,1,17/01/23,69.05
394,422,170,3,17/01/23,13.65
395,104,104,4,17/01/23,86.53
396,852,66,2,17/01/23,10.05
397,254,55,3,17/01/23,67.76
398,227,200,4,17/01/23,93.91
399,112,176,3,17/01/23,90
400,510,91,2,17/01/23,80.7
401,473,22,1,17/01/23,23.28
402,99,101,3,17/01/23,16.85
403,153,155,4,17/01/23,38.72
404,861,121,2,17/01/23,59.81
405,914,93,1,17/01/23,29.67
406,896,195,4,17/01/23,71.6
407,878,108,4,17/01/23,24.61
408,338,141,4,17/01/23,85.04
409,706,173,3,18/01/23,74.83
410,822,10,2,18/01/23,57.39
411,163,9,4,18/01/23,15.23
412,720,182,3,18/01/23,30.83
413,957,155,2,18/01/23,38.72
414,681,34,2,18/01/23,49.48
415,996,129,3,18/01/23,72.93
416,161,160,3,18/01/23,85.88
417,580,89,4,18/01/23,72.22
418,801,93,2,18/01/23,29.67
419,398,71,1,18/01/23,53.74
420,277,67,3,18/01/23,64.75
421,816,148,2,18/01/23,67.98
422,916,117,2,18/01/23,77.15
423,504,94,4,18/01/23,66.29
424,896,163,1,18/01/23,50.61
425,392,99,4,18/01/23,44.37
426,135,113,1,18/01/23,30.98
427,195,103,1,18/01/23,93.81
428,401,91,3,18/01/23,80.7
429,640,90,2,18/01/23,39.33
430,33,17,2,18/01/23,94.5
431,688,18,2,18/01/23,99.35
432,460,173,1,18/01/23,74.83
433,955,116,2,19/01/23,80.45
434,883,93,3,19/01/23,29.67
435,470,181,1,19/01/23,69
436,375,91,1,19/01/23,80.7
437,22,82,1,19/01/23,72.65
438,750,68,1,19/01/23,42.59
439,670,193,3,19/01/23,82.2
440,38,114,2,19/01/23,78.16
441,230,1,3,19/01/23,46.11
442,365,58,2,19/01/23,61.64
443,563,154,3,19/01/23,45.85
444,438,109,4,19/01/23,11.12
445,776,148,4,19/01/23,67.98
446,283,116,4,19/01/23,80.45
447,27,87,4,19/01/23,84.97
448,226,10,1,19/01/23,57.39
449,277,59,1,19/01/23,51.94
450,798,41,3,19/01/23,27.03
451,609,105,3,19/01/23,16.09
452,284,133,4,19/01/23,34.15
453,879,122,2,19/01/23,67.99
454,960,193,4,19/01/23,82.2
455,481,145,3,19/01/23,66
456,453,22,4,19/01/23,23.28
457,829,98,3,20/01/23,30.55
458,816,169,4,20/01/23,53.88
459,659,68,2,20/01/23,42.59
460,516,197,4,20/01/23,23.76
461,547,139,2,20/01/23,10.3
462,192,56,2,20/01/23,70.21
463,49,179,3,20/01/23,85.91
464,512,149,2,20/01/23,92.64
465,17,99,1,20/01/23,44.37
466,172,76,1,20/01/23,94.25
467,220,26,1,20/01/23,26.82
468,158,115,3,20/01/23,62.75
469,477,147,1,20/01/23,53.98
470,46,109,3,20/01/23,11.12
471,373,188,3,20/01/23,36.22
472,518,199,1,20/01/23,27.62
473,99,47,2,20/01/23,56.53
474,892,71,4,20/01/23,53.74
475,745,154,3,20/01/23,45.85
476,37,40,1,20/01/23,24.03
477,280,133,3,20/01/23,34.15
478,349,149,2,20/01/23,92.64
479,497,132,2,20/01/23,12.98
480,302,23,1,20/01/23,41.4
481,181,106,3,21/01/23,99.41
482,607,84,4,21/01/23,74.47
483,99,143,4,21/01/23,60.78
484,700,116,3,21/01/23,80.45
485,993,109,3,21/01/23,11.12
486,116,136,3,21/01/23,73.53
487,191,41,1,21/01/23,27.03
488,253,112,2,21/01/23,11.95
489,981,147,4,21/01/23,53.98
490,928,112,1,21/01/23,11.95
491,983,103,3,21/01/23,93.81
492,161,46,3,21/01/23,12.99
493,256,156,2,21/01/23,89.84
494,323,68,3,21/01/23,42.59
495,128,122,1,21/01/23,67.99
496,18,15,1,21/01/23,46.59
497,793,165,2,21/01/23,46.15
498,735,129,1,21/01/23,72.93
499,566,195,4,21/01/23,71.6
500,570,111,1,21/01/23,85.44
501,323,24,1,21/01/23,84.69
502,872,27,1,21/01/23,65.77
503,686,40,4,21/01/23,24.03
504,792,191,3,21/01/23,48.47
505,626,189,1,22/01/23,82.77
506,288,164,2,22/01/23,10.36
507,943,24,4,22/01/23,84.69
508,854,24,2,22/01/23,84.69
509,663,4,1,22/01/23,22.06
510,962,67,2,22/01/23,64.75
511,639,34,1,22/01/23,49.48
512,155,185,4,22/01/23,90.8
513,490,177,2,22/01/23,39
514,386,181,2,22/01/23,69
515,986,116,1,22/01/23,80.45
516,785,23,1,22/01/23,41.4
517,104,109,3,22/01/23,11.12
518,929,69,1,22/01/23,77.71
519,393,95,1,22/01/23,45.29
520,811,181,3,22/01/23,69
521,246,62,1,22/01/23,26.43
522,176,169,1,22/01/23,53.88
523,39,57,3,22/01/23,84.9
524,477,188,4,22/01/23,36.22
525,682,54,4,22/01/23,82.01
526,759,70,1,22/01/23,43.77
527,538,101,1,22/01/23,16.85
528,867,57,3,22/01/23,84.9
529,818,138,3,23/01/23,34.54
530,921,168,4,23/01/23,71.14
531,408,135,2,23/01/23,16.89
532,525,103,1,23/01/23,93.81
533,828,166,2,23/01/23,26.81
534,506,85,2,23/01/23,99.81
535,903,61,3,23/01/23,36.82
536,825,3,1,23/01/23,78.72
537,36,128,1,23/01/23,62.76
538,685,179,3,23/01/23,85.91
539,20,86,2,23/01/23,41.37
540,321,47,3,23/01/23,56.53
541,776,196,4,23/01/23,66.05
542,512,76,1,23/01/23,94.25
543,400,38,4,23/01/23,52.63
544,654,164,3,23/01/23,10.36
545,972,169,1,23/01/23,53.88
546,883,197,4,23/01/23,23.76
547,471,141,4,23/01/23,85.04
548,143,87,2,23/01/23,84.97
549,92,58,1,23/01/23,61.64
550,354,50,4,23/01/23,67.71
551,834,30,4,23/01/23,19.32
552,800,190,2,23/01/23,92.82
553,727,101,4,24/01/23,16.85
554,959,25,4,24/01/23,90.34
555,854,112,4,24/01/23,11.95
556,51,155,2,24/01/23,38.72
557,665,179,4,24/01/23,85.91
558,698,185,4,24/01/23,90.8
559,575,126,1,24/01/23,15.19
560,190,123,1,24/01/23,25.18
561,125,47,2,24/01/23,56.53
562,150,118,3,24/01/23,14.55
563,314,39,1,24/01/23,95.92
564,570,16,2,24/01/23,87.93
565,342,22,4,24/01/23,23.28
566,305,54,4,24/01/23,82.01
567,692,149,2,24/01/23,92.64
568,682,200,4,24/01/23,93.91
569,838,16,4,24/01/23,87.93
570,783,59,3,24/01/23,51.94
571,54,31,4,24/01/23,51.2
572,444,170,1,24/01/23,13.65
573,613,32,4,24/01/23,43.82
574,993,187,2,24/01/23,84.34
575,264,162,3,24/01/23,87.55
576,53,9,4,24/01/23,15.23
577,572,139,2,25/01/23,10.3
578,620,10,1,25/01/23,57.39
579,5,17,4,25/01/23,94.5
580,103,68,3,25/01/23,42.59
581,196,48,4,25/01/23,27.7
582,774,180,2,25/01/23,94.76
583,877,111,3,25/01/23,85.44
584,992,153,4,25/01/23,93.43
585,884,123,1,25/01/23,25.18
586,350,149,3,25/01/23,92.64
587,47,101,1,25/01/23,16.85
588,867,102,2,25/01/23,64.32
589,823,65,4,25/01/23,17.19
590,936,191,1,25/01/23,48.47
591,820,51,2,25/01/23,9312
592,656,36,4,25/01/23,99.46
593,269,81,2,25/01/23,76.79
594,370,127,1,25/01/23,94.35
595,636,88,2,25/01/23,72.79
596,106,194,3,25/01/23,57.65
597,670,104,4,25/01/23,86.53
598,659,15,2,25/01/23,46.59
599,657,96,1,25/01/23,99.06
600,120,167,4,25/01/23,66.2
601,831,123,3,26/01/23,25.18
602,787,198,4,26/01/23,86.03
603,604,1,3,26/01/23,46.11
604,58,151,4,26/01/23,78.87
605,951,122,2,26/01/23,67.99
606,346,167,2,26/01/23,66.2
607,741,126,1,26/01/23,15.19
608,474,57,3,26/01/23,84.9
609,117,81,1,26/01/23,76.79
610,830,162,2,26/01/23,87.55
611,791,169,3,26/01/23,53.88
612,127,73,1,26/01/23,68.55
613,393,141,1,26/01/23,85.04
614,908,70,1,26/01/23,43.77
615,641,6,1,26/01/23,91.73
616,58,84,1,26/01/23,74.47
617,634,52,3,26/01/23,80.47
618,513,3,1,26/01/23,78.72
619,751,81,3,26/01/23,76.79
620,802,63,1,26/01/23,65.49
621,96,49,2,26/01/23,78.21
622,638,76,2,26/01/23,94.25
623,118,112,1,26/01/23,11.95
624,560,175,4,26/01/23,28.05
625,601,109,2,27/01/23,11.12
626,488,183,3,27/01/23,32.66
627,237,192,1,27/01/23,42.85
628,885,65,3,27/01/23,17.19
629,897,81,4,27/01/23,76.79
630,272,195,1,27/01/23,71.6
631,189,15,2,27/01/23,46.59
632,999,100,3,27/01/23,68.85
633,704,32,2,27/01/23,43.82
634,447,96,2,27/01/23,99.06
635,581,128,1,27/01/23,62.76
636,790,196,3,27/01/23,66.05
637,861,146,4,27/01/23,11.09
638,247,113,2,27/01/23,30.98
639,963,83,1,27/01/23,90.16
640,76,43,1,27/01/23,33.47
641,154,116,4,27/01/23,80.45
642,656,163,1,27/01/23,50.61
643,435,78,2,27/01/23,92.83
644,997,58,1,27/01/23,61.64
645,86,33,3,27/01/23,61.99
646,697,14,3,27/01/23,31.64
647,285,162,2,27/01/23,87.55
648,974,189,3,27/01/23,82.77
649,220,132,4,28/01/23,12.98
650,69,59,1,28/01/23,51.94
651,47,157,2,28/01/23,14.43
652,94,83,4,28/01/23,90.16
653,750,134,1,28/01/23,52.27
654,958,121,4,28/01/23,59.81
655,453,177,2,28/01/23,39
656,204,168,2,28/01/23,71.14
657,912,83,4,28/01/23,90.16
658,218,193,1,28/01/23,82.2
659,474,197,3,28/01/23,23.76
660,432,27,3,28/01/23,65.77
661,341,80,4,28/01/23,58.28
662,551,134,2,28/01/23,52.27
663,612,13,1,28/01/23,18.78
664,289,64,1,28/01/23,31.05
665,254,190,2,28/01/23,92.82
666,734,147,3,28/01/23,53.98
667,357,80,1,28/01/23,58.28
668,23,123,4,28/01/23,25.18
669,762,43,3,28/01/23,33.47
670,522,89,4,28/01/23,72.22
671,758,148,3,28/01/23,67.98
672,837,95,2,28/01/23,45.29
673,100,196,4,29/01/23,66.05
674,802,172,4,29/01/23,85.78
675,180,151,2,29/01/23,78.87
676,223,2,4,29/01/23,81.6
677,906,120,3,29/01/23,30.43
678,762,22,1,29/01/23,23.28
679,659,115,1,29/01/23,62.75
680,442,57,2,29/01/23,84.9
681,608,72,3,29/01/23,46.64
682,769,7,4,29/01/23,58.2
683,325,184,4,29/01/23,51.99
684,516,119,1,29/01/23,90.33
685,16,195,4,29/01/23,71.6
686,792,114,1,29/01/23,78.16
687,336,16,2,29/01/23,87.93
688,759,83,4,29/01/23,90.16
689,258,179,3,29/01/23,85.91
690,497,72,4,29/01/23,46.64
691,988,124,1,29/01/23,97.86
692,896,113,2,29/01/23,30.98
693,160,12,1,29/01/23,87.46
694,475,126,4,29/01/23,15.19
695,852,53,1,29/01/23,26.27
696,664,75,1,29/01/23,96.74
697,908,133,2,30/01/23,34.15
698,690,27,3,30/01/23,65.77
699,675,140,4,30/01/23,74.78
700,380,145,2,30/01/23,66
701,545,134,3,30/01/23,52.27
702,929,97,1,30/01/23,53.09
703,957,5,3,30/01/23,17.97
704,691,57,1,30/01/23,84.9
705,427,156,1,30/01/23,89.84
706,613,78,2,30/01/23,92.83
707,268,69,1,30/01/23,77.71
708,835,118,2,30/01/23,14.55
709,577,120,3,30/01/23,30.43
710,417,59,3,30/01/23,51.94
711,168,33,1,30/01/23,61.99
712,842,62,2,30/01/23,26.43
713,43,50,1,30/01/23,67.71
714,556,112,2,30/01/23,11.95
715,285,19,2,30/01/23,96.33
716,397,197,2,30/01/23,23.76
717,12,123,3,30/01/23,25.18
718,607,194,2,30/01/23,57.65
719,302,47,3,30/01/23,56.53
720,898,167,2,30/01/23,66.2
721,253,196,3,31/01/23,66.05
722,499,33,4,31/01/23,61.99
723,754,141,3,31/01/23,85.04
724,35,84,3,31/01/23,74.47
725,727,182,1,31/01/23,30.83
726,849,135,2,31/01/23,16.89
727,90,79,4,31/01/23,50.42
728,776,14,1,31/01/23,31.64
729,605,147,2,31/01/23,53.98
730,922,128,4,31/01/23,62.76
731,970,54,4,31/01/23,82.01
732,602,148,4,31/01/23,67.98
733,418,29,2,31/01/23,51.74
734,115,24,4,31/01/23,84.69
735,617,82,4,31/01/23,72.65
736,903,63,1,31/01/23,65.49
737,196,105,3,31/01/23,16.09
738,826,57,2,31/01/23,84.9
739,501,136,3,31/01/23,73.53
740,626,62,1,31/01/23,26.43
741,493,157,3,31/01/23,14.43
742,75,17,4,31/01/23,94.5
743,413,66,4,31/01/23,10.05
744,376,6,2,31/01/23,91.73
745,420,58,2,01/02/23,61.64
746,729,69,2,01/02/23,77.71
747,277,156,1,01/02/23,89.84
748,761,62,2,01/02/23,26.43
749,676,169,1,01/02/23,53.88
750,394,197,4,01/02/23,23.76
751,869,82,3,01/02/23,72.65
752,457,169,4,01/02/23,53.88
753,920,177,4,01/02/23,39
754,192,177,4,01/02/23,39
755,739,71,2,01/02/23,53.74
756,689,131,2,01/02/23,85.13
757,99,10,2,01/02/23,57.39
758,548,98,3,01/02/23,30.55
759,978,89,2,01/02/23,72.22
760,999,35,1,01/02/23,11.56
761,96,2,4,01/02/23,81.6
762,664,124,3,01/02/23,97.86
763,663,24,3,01/02/23,84.69
764,190,74,3,01/02/23,42.05
765,736,166,3,01/02/23,26.81
766,37,22,3,01/02/23,23.28
767,780,154,1,01/02/23,45.85
768,369,171,4,01/02/23,69.05
769,695,183,3,02/02/23,32.66
770,525,39,4,02/02/23,95.92
771,279,157,2,02/02/23,14.43
772,217,20,3,02/02/23,10.53
773,867,41,3,02/02/23,27.03
774,873,182,4,02/02/23,30.83
775,798,148,3,02/02/23,67.98
